text,correct,predicted_native_language
"(Greeting)""May I say What an honnor it is to meet you?""","(Greeting) ""May I say what an honor it is to meet you."" (You could also say, ""May I say it is a [great] honor to meet you."" or ""It's an honor to meet you."" You can use whichever one you like more. All of them are very polite and used when meeting important people.)",Russian
Do you think I have a lot of parties?,"Do you think I have a lot of parties? (This is written properly, it it suggests that you are the one throwing the party. If you mean that you attend many parties, it might be better to say 'Do you think I go to a lot of parties?)",Russian
Fall is finally right here in Japan.,"Fall is finally here, in Japan. [I'm not sure about that comma, but I think it would go there...]",Russian
"For example, I had some meetings with someone at first time, made a presentation to new employees concerning our section, made some important decisions regarding our research.","For example, I had some meetings with (someone at first time), gave a presentation to new employees concerning our section and made some important decisions regarding our research. I'm not quite sure what you mean with ""someone at first time."" Do you mean ""I had some meetings with certain people for the first time""?",Russian
"At the next step, we break the principle and make some applications on them.","At the next step, we break the principle and make some alterations to it. (I changed this because ""principle"" is singular but ""them"" is plural. You could also say "".. we break the principle and make some alterations to ."")",Russian
My son showed me his appreciation by saying thanks to me.,"My son showed his appreciation by saying thanks to me. You can simplify the prepositional phrase to ""by thanking me.""",Russian
I hope he will have nice days at the university.,"I hope he will have nice days at the university.Okay, but this sounds better: 'I hope he will have a good time at university.'",Russian
"Such as my hair cut, mow grass, wash cars, jog, and more.","Such as my hair cut, mow grass, wash cars, jog, and more. (This is a fragment, to fix it, you can say something like ""For example, I had a hair cut, mowed my lawn, washed the cars, jogged, etc."" Past tense is also needed here.)",Russian
How do you take care to spend your time fruitfully?,"How do you take care to spend your time carefully? (Sorry, I keep changing the ""fruitfully"" to ""carefully"" because ""fruitfully"" tends to imply that there is going to be some reward at the end for being so meticulous in your time spending). You can also say something like ""How do you manage your time carefully?""",Russian
"It contains, for example, considering the experimental results for planning what to do next, and making a plan for long and medium-term R&D strategy, as well as writing a letter to Singapore for making the appointment to visit some research institutes there.","Some of what I have to do is, for example, consider experimental results to plan next , mak plan for long and medium-term R&D strategy, as well as writ a letter to Singapore mak appointment to visit some research institutes there.",Russian
"I thought it was better than last time, which was taken last year.",I thought it was better the one I took last year.,Russian
I make a habit to get up early and study English in the morning.,"I make it a habit to get up early and study English in the morning. (Similar pattern to ""I make it a priority..."" Also correct would be ""I make a habit of getting up..."")",Russian
"But in my opinion, no one has power to decide other should be alive or die, if we consent to they were no choice to kill the cabin boy for living, does it means which we believe in human rights, such as all men are born with the natural right to life, could be breakable in special occasions?","But in my opinion, no one has power to decide whether another should live or die; if we accept that they were left no choice but to kill the cabin boy to live, does it mean (if you have the verb 'does' then 'mean' can't have an S at the end of it) human rights (this is WEIRD to me, to say ""believe in"" for human rights, because to me it seems that it doesn't matter if you believe in them or not - they are still rights; also, it almost sounds like you can pick and choose which rights you believe in, or that everyone believes in them, which both are untrue... I'd leave it out the bold, personally), such as that all men are born with the natural right to life, could be broken in special occasions?",Russian
"But the Final game,he nad four hit and final shot.","But in the final game, he had four hits and final shot. (i'm not sure what that means... do you mean he scored the point that won the game?)",Russian
"SO, I'm expecting to spend great time.","SO, I'm expecting to spend great time. Not sure what you mean here, maybe:1. So, I'm expecting to have a great time.2. So, I'm expecting to spend a lot of money.3. So, I'm expecting to spend a lot of time shopping.",Russian
"I answered that it is a swallow,but she could not understand it.","I answered that it is a swallow,(space)but she could not understandRemember that when you use a word like ""it"" it's just a place-holder for a word you don't want to use again. Here ""it"" doesn't really refer to anything other than your answer, but the word ""answer"" isn't actually used. If you had said ""My answer was that it[the bird] was a swallow, but she could not understand it[the swallow]."" The hard part is figuring out how many ""it""s you can use before you don't know what each of them mean. Hahaha. :P",Russian
"I reflected for a while and talked to her ""It is a bird"".","I reflected for a while and talked to her. ""It is a bird"". Two sentences here, and it might be better to put to use '""It is a bird,"" I said.' for the second sentence. The ""I said"" can go before or after the quote, but it sounds more artful to not put ""I"", or the same word, at the beginning of subsequent sentences.You can also say ""I reflected for a while and told her that it was a bird.""",Russian
"No less, she had a bird.","Nevertheless, she had a bird. Who is ""she""? ""She"" up until now has been your friend, but she doesn't have the bird, does she? She didn't understand that there was a bird, so this could only be the case if the woman who said that a swallow came in both: 1)kept the swallow, and 2)lives with the other woman who didn't understand that there was now a bird in her house. :P",Russian
I opened the curtain a little cause the room is dark and I didn't want to wake my friend up.,"I opened the curtain a little cause the room was dark and I didn't want to wake her up. (""my friend"" is still right but it probably sounds better with ""her up"" because the reader knows who you are talking about and the word ""friend"" becomes less repetitive).",Russian
"And then she got up at last and toasted bread,made coffee for me.","Finally she got up, toasted bread and made coffee for me. OR When my friend got up she toasted bread and made coffee for me. (Usually it's best not to start with the word ""And"" when we write, however it is acceptable when we speak. I used ""my friend"" to avoid repeating the word ""she"")",Russian
"I rent the book because I like him very much and the book seems interesting, good material to learn new expressions.","I borrowed the book because I like him very much and it seem to be a good referencematerials to learn new expressions. (I usually use the word ""borrow"" when you don't have to pay for something to use and then return it. Whereas ""rent"" is more for something that you would pay and return. eg. ""I borrowed my friends pencil."" ""I rented a DVD from the video shop."")",Russian
"This sense is always the pride of myself.(I noticed that my hand writing was uprising while I wrote this article on papers) My recent writing is pretty well, I hope I can keep it up, and the flowing inspirations are always there when I am writing lyrics.","I am always proud of this sense. (I noticed that my hand writing was uprising while I wrote this article on paper.) My recent writing is pretty good. I hope I can keep it up, and that flowing inspirations are always there when I am writing lyrics.",Russian
"I wasn't interested in them, however, I've been listening to their music finally.","I wasn't interested in them, however, I've been listening to their music recently. ( Finally - this would mean you had wanted to listen to their music for a long time )",Russian
My friend was so kind and he taught me how to hold the rackets and how to bat the ball with unglagging patience.,"My friend was so kind. He taught me how to hold the rackets and how to bat the ball with patience. [I also don't know what unglagging is. Anyway, I separated your sentence into two for easier reading. It also takes away the run on.]",Russian
"Because of operation on my left lungs, I can't breath enough and say words.","Because of operation on my left lungs, I can't breath enough and say words. (Because of the operations on my left lung, I can't breathe or talk very well.)",Russian
I was slept in the noon by warm temperature.,"I was slept in the noon by warm temperature. (I'm not sure what you mean here. Do you mean, ""I took a nap in the middle of the day because it was so warm and pleasant""?)",Russian
Today I discussed about the difference between Japanese and English during the lecture.,"Today we discussed about the differences between Japanese and English during the lecture.I changed 'I' to 'we' because it was not just you who discussed, but the whole lecture. 'Differences' should be plural as there are probably many differences.",Russian
"I don't know for what on purpose I was born and live as Japanese and have no idea when I might die, but I thought that I have to express my gratitude for living healthy every day , after I read his comment on the news Interview.","I don't know what my purpose for being born and living as a Japanese is and have no idea when I might die, but after I read his comment on the news Interview, I knew that I had to express my gratitude for living healthily every day. ,",Russian
rice is taste at all.,"rice. This sentence does not make sense to me. I'm also unsure of what this is meant to say? perhaps your saying ""Because the vinegar rice is very tasty""?",Russian
"You would already understand,yes,I was speeding!","you already understand, yes, I was speeding!(always add a space after commas!)",Russian
Traditional music is identify country music that people can know where are songs from.,"Traditional music is identify country music that people can know where are songs from. [Not sure what you mean here. Maybe: ""Traditional music can be identified by the place that the songs come from.""]",Russian
"When I see advertisement in the newspaper ""Win a dream holiday"", I think it is a best hodiday that looks like my dream.","When I saw an advertisement in the newspaper that said ""Win a dream holiday"", it looked like the holiday of my dreams. [When you use the word ""dreams"", we know you are already talking about something that is good (because nightmares are bad) and something you are thinking of (because dreams come from our imagination), so you do not have to say ""I think"" and you do not have to say ""best"".]",Russian
"Although, it is only one day, but everything in this day is perfect.","Although it is only one day, everything in this day is perfect. [When you start sentence with ""Although..."" you don't have to use ""but"". Everyone will treat the comma ( , ) as a pause in the sentence that means the same thing as ""but"". For example, ""Although I like candy, it is bad for my teeth.""]",Russian
"wish everyone could remember this,and do as a qualified college student.","I hope that all of you will keep these points in mind, which will ensure your success as a medical student.",Russian
I will write a article of daily events in the future.,"I will write about my daily events. <<you don't have to write ""in the future"" because you're already implying ""in the future"" when you use the future tense (I will).>>",Russian
"They use different vocabulary, slang, and different accent sometimes .","Their vocabulary and slang are different, and sometimes they speak with a different accent. [I moved ""sometimes"" from the end of the sentence to before the verb ""speak"" to make it sound more natural, but it's not necessary.",Russian
It's been so long since the last entry!!!,"It's been so long since my last entry!!! (so, you know how articles distinguish between a ""known"" and ""unknown"" type of noun? It's the right idea to use ""the"" with ""entry,"" but you can be a little more specific by saying ""my entry."")",Russian
"It was really surprised of me to had missed to get off the bus, even though it was the lst bus of a day!","I was really surprised that I had missed my stop, even though it was the last bus of a day! (I would say, ''I didn't realize that the bus had passed my stop, and I forgot to get off.)",Russian
After an hour she got home and ate chicken and then started to clean her face calmly..........,"She came back / was home after an hour After an hour she was home, and ate chicken, then started grooming with her face calmly / innocently / as if she had nothing new..........",Russian
I have little money.,"I have little money. Negative. 'I have little money, so I can't go to the movies.'",Russian
He filled my tooth just like carving.,"He filled my tooth just like carving.(Carving is digging into something and emptying it. A better analogy would be: ""He filled my tooth like a turkey,"" or ""He filled my tooth like a pie."" But, honestly, people don't usually describe getting their teeth filled in such a way. It's too exaggerated. I think you should just keep things simple and say, ""He gave me a filling."")",Russian
They have surely neat face.,"I think that they really have nice faces but, if I were asked ""Do they have remarkable skills?"" (You can combine these sentences for a more natural feel.)",Russian
I mentioned about Internet radio.,"I mentioned the internet radio (in my previous entry). You can add ""in my previous entry"" to the end of your sentence, if you want to. It makes more sense if you do, but if you don't, that's okay.",Russian
"I am a ""Typewriter"".","I am a ""typesetter."" [I'm not sure what you meant to say here since I do not know what your job is. In the printing industry, there is a profession called a typesetter.]",Russian
I love this work because I can work with a smile.,"I love the work there, because it allows me to work with a smile. (or: ""I love the work at McDonald, because it allows me to work with a smile"" or ""I love working at McDonald, because it allows me to work with a smile."" - ""I can"" is wrong, but focuses on your ability to smile. I think you mean to say that specifically when you do this kind of work you can (or are asked to) smile a lot. If you change the sentence further, you can use ""can"", for instance: ""I love my job, because when I'm working at McDonald, I can work with a smile"". )",Russian
Can you tell me where clothes's store did you buy ?,Can you tell me which store you bought your clothes from ?,Russian
The movie in this time gave me an aspact of seeing the new Dicaplio.,"Sorry, I don't know what you mean by this sentence.",Russian
"After two and half years living in France, it's very difficult for me to speak English.","After two and a half years living in France, I have difficulty speaking English. You can't have ""it"" immediately after the introductory clause, otherwise it reads like the pronoun ""it"" lived in France instead of ""I""!",Russian
"When he tells his aunt to go the baser, she looks at him doubly, and his surround people like teacher also treat him strictly.","When he tells his aunt he is going to the bazaar, she looks at him doubly Not sure what 'doubly' means, and the people around him, like teachers, also treat him strictly.",Russian
"When I hear that,I thought I'm a lucky to miss a bus.","When I heard that, I thought: I'mlucky to have missed the bus. --or--- When I heard that, I thought it was lucky that I had missed the bus.",Russian
I think this idiom sounds strange to me.,"[CROSS OUT]I think t[/CROSS OUTThis idiom sounds strange to me.Comment: You only need ""I think ..."" when you are not able to definitively make the following statement. In this case, you are the only authority on what sounds strange to you, so you don't need to preface with ""I think ..."" ""I think"" would be appropriate for ""I think my son is about to wake up"", because I don't know for certain that this will actually happen.",Russian
"Inside I fell a little cold ,this time when I wrote sothing in japanese for",Inside I felt a little cold.this time when I wrote sothing in japanese for This is the first time I have written something in Japanese for a long time.(not sure if this is what you are trying to say but..),Russian
"I usually buy several kinds of Bath Solt with various flavors at a drug store, and I stock them in my home.","I often buy several kinds of Bath Salt (when you say several kinds it already implies that there are various flavors) at a drug store (if you say ""a drug store"", you might have to specify which, otherwise say; ""at drug stores""), and stock them in my home.",Russian
"Focus on what you're facing now, and you have to do something to improve myself everyday.","Focus on what you're facing now, and you have to do something to improve yourself everyday. (I think this wording is clearer. Since you're talking to yourself, you want to use 2nd person pronouns).",Russian
"If you think of what you lost, you will be sorry.","If you think of what you lost, you will be sad . (You can say ""sorry"" here, but we wouldn't usually use it in this context.)",Russian
This word also has affection which I'd like to help other person in bad,"This word also conveys affection, such as wanting to help another other person in times of trouble Affection is a good word, and you could also use empathy. ""Empathy"" means feeling someone else's emotions. You use it like, ""I feel empathy with that person,"" or the verb ""I empathize with you.""",Russian
"I felt a bit sorry for them, but I really appreciated their consideration.","I felt a bit sorry for them, but I really appreciated their consideration. NOTE: Feeling sorry someone usually suggests sympathy, like, you would feel sorry of a dog that got ran over. In this case, you might say, ""I felt sorry they did that, ... .""",Russian
at least to do that only in informal situations.,"or at least to do that only in informal situations. Comment: I can't really translate this, 'that' isn't defined as it is, as I understand it, the opposite of what you described. What about: ""or if you are going to play with the syntax, only in informal situations.""",Russian
"Today, i'm going to meet Yanyang who make this service in Kyoto.","Today, i'm going to meet Yanyang who make this service in Kyoto. ""this"" makes no reference since you haven't stated what the service is before using it. How about: ...Yanyang who provide a service in Kyoto.",Russian
God knows what I need and what's best for me.,Do you mean the type of drinks ?,Russian
"A qualified public environment means that rubbish is not thrown everywhere, public facilities are not broken and plants are around the city.","A qualified public environment means that rubbish is not thrown everywhere, public facilities are not broken and plants are around the city. Not sure what you mean here, maybe ""and there are plants around the city""?",Russian
OS of PC was upgraded from Vista to Windows7.,"I upgraded the OS of my PC from Vista to Windows 7. (Passive isn't very common in English... in fact, it's OK even if you never use it, especially when you know what the subject is.)",Russian
I'm sure tonight will be unable to sleep because the urge to see who has tried it assail.,"I'm sure tonight he will be unable to sleep because of the urge to see who has made status updates. (Is this what you meant by ""tried it assail""? Or maybe ""the urge to see who has been active on Facebook""? )",Russian
I buy an orange juice everyday and lately bought it.,"I buy a bottle of orange juice everyday . (orange juice is uncountable and you cannot place ""an"" in front of it. Since you do it everyday, it seems redundant to say you bought it recently.)",Russian
Most of people will carve the punking that called jack-o-lanterns and watch horror films.,"Most people will carve pumpkins which are known as jack-o-lanterns and watch horror films. I don't think this is the best way to say this, but its the best way I could come up with without changing the sentence too much.",Russian
And it's famous with this copy 'The most delicious breakfast'.,"And it's famous with this copy 'The most delicious breakfast'. (I don't really understand ""famous with this copy."" Can you say this in Japanese so I can learn the meaning and correct?)",Russian
"Also, If we find out someone who started the Pacific War, it is hard to say that Hirohito Emperor Sowa could do that.","It's hard to say that it was specifically Emperor Showa was the one who started the pacific war. (""also"" usually means ""and"" or ""as well."" Doesn't sound right as your first sentence. There might be a better translation, but i'm not sure... I found it hard to preserve ""specifically"" without the semi-awkward way i did it...)",Russian
"If you don't be based on the findings of that, I think that you can't get any deep association with most of Japanese.","If you can't get a grasp on this (or can't try to understand), I think you'll find it hard to understand Japanese people on an intimate level.",Russian
"I realized that English is not ""a subject matter to study"" but ""what is there,"" for people living in English-speaking countries.","I realized that English is not ""a subject matter to study"" but ""what is there,"" for people living in English-speaking countries.I don't really understand the ""what is there"" part, but I think you might be trying to say something like this :)I realised that English is not just ""a subject matter to study"". It's a completely different thing when you get to an English-speaking country.This is fairly different but I hope you know what I mean! The original sentence was definitely a bit odd. }:I",Russian
It's just that I wanted some English comments!,"I just wanted some English comments! (If you begin a sentence with ""it's just that"" it sounds to me as if you are going to say something in contrast with what you have said earlier. Example: ""How was your stay abroad? It was interesting. It's just that I can't seem to get along with the English."")",Russian
Real estate agent said a price became higher around my station.,"The real estate agent said the price became higher around my area. I wasn't totally sure what you meant by ""my station.""",Russian
It is sure that there remains a lot of nature and easily to climb up.,The richness in nature certainly made it easy to climb up.,Russian
"Though I said so, I'm the member of it...","Though I said so, I'm the member of it...It is better to say: Despite what I've just said, I 'm also a member of the human race and a beneficiary of the developments that are responsible for environmental destruction.",Russian
We feel so sorry for being presented every time.,"We feel so embarrassed because we keep getting gifts from them. [""sorry for someone"" = ""sad for someone""]",Russian
"Its schedule was so tight, and the member was sloppy person.","Its schedule was so tight, and the person in charge of developing it was sloppy person. I couldn't think of a really clean, precise way to word this, because I'm not really in the business world. ^^; There might be a title for someone like that like, ""chief developer"" or something. I hope someone else can give a better suggestion.",Russian
But I mind it's weight a little.,"But I it's weight (all that much). using 'mind' in this sense is restrictive. when you think about 'minding' something in this way, think 'dont like' instead. so.... 'However, I like the weight of the device all that much' or you could approach it from a different angle....... 'However, I find it to be a bit too heavy' this is very natural",Russian
I should like to buy a fine soft,"I want to buy him a down coat for him because the weather is getting cold. -Down is the name for the feathers from geese and is the warmest material to use for coats, so I assumed thats what you meant.",Russian
"They say "" It's intervention about home affairs!"" ""Whaling and eating whales are our culture and foreigners should not accuse them."" ""Why are we accused by eating whales in spite of the fact that the western kill and eat millions of cattle, pig,chicken and so on?""","They say "" It's intervention of home affairs!"" ""Whaling and eating whales is a part of our culture and foreigners should not condemn them."" ""Why are we condemned for eating whales in spite of the fact that Westerners kill and eat millions of cattle, pigs, chickens and so on?"" Accused isn't necessarily incorrect but I think we use it more in the context of ""He accused me of hitting him."" So the person said he was hit but that doesn't make it true. I think the word condemned is more fitting.",Russian
Let around them to feel out of his mind even absurd!I think about this.,"I think about this.Everyone around me thinks I've lost all rationality, so much so that it's laughable. As a result I have been doing some soul-searching.",Russian
That's why I haven't posted here for the past 10 days.,That's why I haven't posted here for the past 10 days. (This sentence is a great continuation of the previous sentence. I recommend connecting them with a semicolon. [I'm reluctant to work on English; That's why I haven't posted here for the past 10 days.] ),Russian
"When you want to improve yourself, you should think about what you lack, and decide how you will make an earnest effort.","When you want to improve yourself, you should think about what you lack, and decide how you will make an earnest effort. (this sentence is incomplete - you need to add something after ""effort"". maybe ""... how you will make an earnest effort "")",Russian
"If you are serious, it is desirable to spend at least eight hours on what you have to do when you are free all day long.","If you are serious, it is desirable to spend at least eight hours on what you have to do when you are free all day long. [It's a bit hard to follow. How about something like: If you are serious and you have the time available during the day, you should spend at least eight hours on what you have to do.",Russian
"For example, the Tarot.","For example, the Tarot. This isn't a complete sentence (there is no verb). Try combining it with the last sentence: ""I think I'd better restart with something that I'm really interested in; for example, the tarot.""",Russian
"Something is studying English, doing Yoga, and cooking!","I will study English, do Yoga, and cook! <--Technically you could say what you had in the last 2 sentences, but it just sounded a bit awkward.",Russian
Of course I don't want to regret for my whole life but I mean I have had many regretful things like study or university a plenty of decision and choice.,"Don't get me wrong -- I don't regret my entire life, but I have made many regretful decisions, such as where I chose to study. *** [I'm guessing this what you meant here]",Russian
"Today,I write about my job.","Today, I'll write about my job. (i think the future-tense works best here because when you wrote this sentence you still were going to write about your job)",Russian
Because I often make them feel happy~~,"Because I often make them feel happy~~ [It is more natural in English to combine the last two sentences as follows: ""My classmates all like being with me, because I often make them feel happy.""]",Russian
"In Japan, it is said that when you grill fishes who living in the river, you should start grilling from skin side, and other fishes would be good to start grilling opposite side.","In Japan, it is said that when you grill fishes that live in the river, you should start grilling from the skin side, and for other fishes it would be good to start grilling from the opposite side. (**'Who' is usually only used for people. So you can say ""people who live"" but not ""fish who live"". For animals, plants, or inanimate objects, 'that' is usually used.)",Russian
And they are very helpful to improve my English.,"And they are very helpful to improve my English. (I suggest connecting this with the previous sentence: ""Usually those who correct my diary leave messages for me, which is very helpful to improve my English."")",Russian
"And Junior school, We have no touch instrument.","In Junior high school, we didnt touch any instruments.",Russian
I think two weeks were the time to be get used to living in Australia for me.,I think two weeks is going to be how long it takes me to get used to living in Australia.,Russian
"Recently,I have a cold,and I get up late,these days,especially today,when I waked up,it is 11 am*_*,and then ,I got an text message from my classmate who came from Korea,he told me that he would back to his country,and he had an english club card that can gave me ,I could ues it to have classes,when I knew it,I was so happy cause I could see my favourite teacher=]and,today,I saw an teacher who was kind of me,his name was Andy,he said he so gladed to see me(hha,me,too.).","Recently, I've caught a cold and I get up late these days,especially today. When I woke up, it was 11 am*_*and I got a text message from my classmate who came from Korea. He told me that he would go back (or instead of ""go back"" you can say return) to his country and that he had an English club card that he can give me. I could use it to have classes (As a reader, I'm not sure what you mean by ""use it to have classes""). When I knew it (""when I knew it"" sounds very awkward to read),I was so happy because I could see my favorite teacher=] Today, I saw a teacher who was kind to me. His name is (<--He is still alive, right? so you use ""is"" instead of ""was"") Andy and he said he was so glad to see me(hha,me,too.).+This whole paragraph is a run-on paragraph. It's basically a giant sentence, when it should be broken up into a few. There are too many comma usage and also used inappropriately. +Also, try and stay in the same time period. You transition from past to present in your sentences. +And lastly, don't forget to put a space after a comma. *i use red is for correction. And blue for suggestion and advice.*",Russian
Do you know Asasyoryu?,"Do you know Asasyoryu? : 'know' means that you actually ""know"" Asasyoryu like you are a friends of him... so you should use other expression like something.",Russian
"The movie wasn't the one I was thinking because I though, it was a comedy???!!!!, but not, all the movie is aromantic show with some little bit comedy episodies.","The movie wasn't the one I was thinking of, because I thought it was a comedy???!!!! But no, the movie is a romantic show with a little bit of comedy. More natural: ""It turned out that the movie wasn't what I was expecting...""",Russian
Did I lost something key functionality of mind?,"This is incorrect. I know what you're trying to say, but I can't remember what phrase we have for this.",Russian
She pretended to have my back with a false smile.,This is fine :),Russian
to?) I have to be there.,"Ex: ""What an absurd situation!"" (when something crazy happens)",Russian
It was gorgeous his talk and his performance!,His performance was wonderful! (We don't really describe a performance as gorgeous. But you can say that Hugh was gorgeous - and I agree!),Russian
I want to take a good rest and get into good shape for my trip.,"I want to take a good rest and get into good shape for my trip..I want to rest a lot, so I will be well enough to go on my trip.",Russian
I think carrots juice is good for health.,I think carrot juice is good for your health. (using 'your' usually means you are talking about someone in particular but in this context it can be used as a more general statement 'your' referring to mostly everyone - if that makes sense),Russian
People who lost their kin or friends.,"People who lost their kin or friends. This is good parallel structure, but they are fragments (not complete sentences). If you just say this sentence by itself, it would not make sense. It is a good style that is done more in speech rather than writing. However, you can still do it. Some English teachers may want you to change it to complete sentences.",Russian
Soup is too soupy and hot.,Soup wastoo soupy* and hot.*Note: I do not know what you mean by the soup is too soupy... is it too bland?,Russian
"Actually, I think I do not know whether I can post entries during it.","Actually, I do not know whether I will have the time to post entries while I am studying for my final exams.",Russian
"She was my colleague,and she has left our firm three months ago.","She was my colleague,and she left our firm three months ago. (In English we use the past perfect when we are talking about two past events that happened one after the other. However, you only mention one thing, the fact that she left your firm. Therefore you should use the simple past tense instead. An example of using the the past perfect correctly would be ""She was my colleague three months ago and she has left our firm to return to her hometown, Haerbing city."" Here is a good website that explains the past perfect - http://www.englishclub.com/grammar/verb-tenses_past-perfect_u.htm )",Russian
"Speaking of my family, My daughter got up and made several boxes of chocolate with my wife.","[since you didn't speak of your family in the previous sentences, it's not appropraite to use 'Speaking of'] In my family, my daughter got up early [is this what you mean? Because everyone gets up everyday/each morning, so you would put why it's significant here, if that makes sense] and made several boxes of chocolate with my wife.",Russian
"The bloody cruel scenes like shooting a head and cutting the dead body were there often, so I felt hard to see it, but I am interesting in the next story.","The scenes were bloody and cruel, for people's heads were shot, and dead bodies were cut up. It was hard for me look, but I am interested in the next story.",Russian
"One is swimming class, and another is Science Experiments class.","One is a swimming class, and the other is a Science Experiments class. [we usually don't call it 'science experiments class'. Often we call it 'a lab' short for laboratory.]",Russian
"Also because of city birthday in centr of Novosibirsk is holiday, but I wasn'tthere because today I work and then I didn't want go there, especially on the bus stop there will more people soon and this will hard to go home.","Also the city birthday is a holiday in the center of Novosibirsk, but I wasn't there because today I was working. I didn't want go there, especially since there would have been more people at the bus stop, and this would make it more difficult to go home. (I'm not sure what you want to say. I hope my text changes match your intent.)",Russian
