text,correct,predicted_native_language
"And recently rosewood and teak are hard to find, so there are many funs for antique funitures.","Recently rosewood and teak are hard to find, so there are many funs for antique furniture.(I'm not quite sure what you're trying to say by 'many funs'.)",Spanish
"They talked about some themes, such as a medical policy of the Japanese government, environments of hospitals where they were working currently and their own loves.","They talked about things, such as the medical policies the Japanese government implemented, what their current hospital's working conditions are like and their own lives.",Spanish
"Finally I have all papers and documents for my ""abroad-passport"".","Finally I have all my documents for my ""abroad-passport"". (Papers and documents are the same thing, or close enough. And in English it is just called a 'passport' as we don't have internal passports :) )",Spanish
This song remainds me of high school days.,This song reminds me of my high school days when I didn't have friends and played guitar in my room.,Spanish
"I don't have friends, so I played the guitar in my room and thought someday I wanted to join a band and play heavy metal.","and thought someday I wanted to join a band and play heavy metal.While playing guitar in my room, I often thought that I would someday want to join a heavy metal band.",Spanish
I guess this verb are very nearly mean each other.,I guess these verbs have similiar meanings.(I am not sure what you mean! :]),Spanish
"At that place, we can spend time as much as we can to enjoy playing badminton without exception which will not happen in working time.",We can always spend as much time as we want there and enjoy playing badminton without restriction.,Spanish
I wish I can establish a small education center.,I wish I could establish a small education center. [Or: I want to establish a small education center.],Spanish
But my husband does not.,"But, my husband does not. ""But"" tends to be more of a conjunctive word used to connect clauses (eg. Many Japanese take their work very seriously but, my husband does not.) If you start a new sentence, I suggest ""However, my husband does not.""",Spanish
I feel a difference in national character.,"I feel a difference in our national characters. (Though I find that your sentence is correct also, I think that using a plural form helps show the contrast between the national characters more).",Spanish
I want to leave everyday things and photograph.,"I want to leave everyday things and photograph.Hmm, not very wrong, but I guess I would write ""I want to post comments and photographs about everyday things.""",Spanish
"1, Until now, whether to have any transgene food to enter your country from USA, Brazil etc as soybean, corn etc.","1, Until now, did any genetically modified food enter your country from USA, Brazil etc. such as soybean, corn etc. -- (We usually call them genetically modified food or GM food instead of transgenic food.)",Spanish
"For example, When I said ""go out in society"" in some sentence, He said I should use ""start working"" in stead.","For example, when I say ""go out in society"" in a sentence; he said I should use ""start working"" instead. (You had too many commas before. :) I'd have to check the punctuation rules to make sure the semi-colon I used is correct)",Spanish
"In conclusion, and i mentioned, im strongly suggest to overweight poeple who want to live for health life.","In conclusion, and i mentioned, im strongly suggest to overweight poeple who want to live for health life. In conclusion, as I've mentioned, I strongly suggest to overweight people who want to lead a healthy life to...(Complete the sentence by repeated what you suggest.)",Spanish
We could have very fruitful discussion and got a lot of new informations and knowledges.,"We had very fruitful discussions and got/learned a lot of new information and knowledge. ""Information"" and ""knowledge"" are both part of a category we call ""uncountable nouns."" That is, they are words which cannot be counted and are usually treated as singular.",Spanish
Because she has an interview of the entrance exam to the high school next Monday!,"she has an interview for the entrance exam to high school next Monday! (To use 'because', you would have to connect the two sentences ""We are afraid his flu might infect my daughter because she has an interview for the entrance exam into high school next Monday!"")",Spanish
"(Not same ""a week ago Wed.","(Not same ""a week ago Wed. and last Wed.?)It's better in this case to say ""I went to a party last Wednesday, didn't I?""",Spanish
"On the other hand, from the middle of Feb.","On the other hand, from the middle of February Your month abbreviations are correct, but they are not normally used to write a journal.",Spanish
I think it is for us getting more smile by enjoying funny lies like jokes and enjoying our life ourselves.,I think it's meant for us to enjoy the humour in life and not be so serious.,Spanish
I will run 4 and half laps at the entire course on the speedway.,"I will run 4 and half laps around the track but needless to say, I will be moving much more slowly than a racing car! I added your next sentence here in order to avoid starting a new sentence with 'but'.",Spanish
I ran even more slowly than my usual easy pace for my lunchtime run.,"( you don't need to repeat this)However, my pace waseven slower than usual.",Spanish
"Well, going on to my race on Sunday, Six runners in a team will run relaying on each leg.","Well, going on to my race on Sunday, Six runners in a team will be running. (Since you already mentioned that it is a relay race, what you mean is quite clear and does not need further clarification.)",Spanish
I took very much crowded train last evening.,"I took very crowded train last evening. We don't say ""last evening"" so much in English, say either ""last night"" or ""yesterday evening"" which both basically mean the same thing.",Spanish
"I get up early in the morning to write my journals everyday, but today, I fell asleep again at desk, so I had no time to write a journal.","I get up early in the morning to write my journals every day, but today, I fell asleep again at the desk, so I had no time to write a journal. There is a difference between ""everyday"" (which is an adjective meaning ""common"") and ""every day"", which is used to describe something that happens daily.",Spanish
"But on the way home, the rain got heavier and heavier, it rained cats and dogs.","It was raining cats and dogs. You don't need to say ""on the way home"" again. ^^",Spanish
"It seemed to me that they all are great guys now or in the future, even some of them didn't make very good presentation at this time.","It seemed to me that they all are great workers now or will be in the future, even if some of them didn't make very good impression(?) this time.(Sorry, had to guess at what your meant for the last bit. ""Guys"" is a bit informal for the rest of this text, so I replaced it with ""workers"". You might want to say ""people"" or ""applicants"" maybe.)",Spanish
And I want to make friends with foreign people.,"And I want to make friends with people from around the world. (/people from foreign countries) (""Foreign people"" isn't wrong, I thought it just sounded better to change it.)",Spanish
Her house is in Shinchon.,"Today I am going to visit her sister sujin in Shinchon. [ or if you mean *your* sister: ""Today I am going to visit my sister in Shinchon."" ]",Spanish
I review this subject at library.,"I reviewed this [main] subject at library.[[Insertion of ""main"" is not required if you want to say that you reviewed all those topics that you just listed. If that's the case, you want to say ""these subjects"" for pluralizing all the subjects you reviewed at the library with. If you did only review the 'general' topic of electrochemistry, then, it may be better to clarify with either directly state so or add the hint with 'general'/'main' sorts of adjectives.]]",Spanish
"While waiting for them, I write a journal in lang-8.","While waiting for them, I have written a journal on lang-8.[[Although this may sound odd to switch back to past tense, since you've done the action, it may be better to just use this format. However, if you want to keep the present tense, that may still be fine in this context.]]",Spanish
He loves this food.,"He loves that sort of food. (You used ""there"" to show distance, so you need ""that"" to show distance as well. You need ""sort of"" to show that he hasn't been to the restaurant before.)",Spanish
"Anyway, after I saw this note I have some time to think about my motivation about why I'm studying English.","Anyway, after I saw this note I have been thinking about my motivation with my English studies.",Spanish
I guess I use difficult grammars with Japanese or put away something for writing English.,"I guess I use difficult grammars in Japanese or put away something for writing English. ??""Grammars"" isn't a word. I think the second part of this sentence was supposed to mean ""or I should delete cut out some things when writing English."" But I didn't know why you said ""or.""",Spanish
I feel like a long way to talk with people in Spanish.,"I feel a long ways away from talking to people in Spanish. I feel I have a long way to go before I can talk to people in Spanish. (The first example is somewhat informal, and ""a long ways away"" is probably not ""proper"" English, but I have heard this expression before.)",Spanish
Or I spelt a lot of words wrongly.,"Or I spelled a lot of words wrong. (I don't know the proper grammar of my own language, but most people just say ""I spelled a lot of words wrong"")",Spanish
"When I was young as more than 20 years ago, in Japan there are not really cute any fashionable children clothes I think.","When I was young, more than 20 years ago now, I don't think there were really any cute and fashionable clothes for children in Japan.",Spanish
not for exam or some another reasons.,"not for an exam or other reasons, but because if I want to communicate with more people and get more information, I have to.",Spanish
I cook soup and I think I will go to slip )),I cooked some soup and now I think I will go to sleep. )) .....Ithink I will go to bed.,Spanish
"Side dishes to say, not a big deal, put ketchup is delicious to eat but only a very simple dish with a fried potato starch in the skin of the bird before I bought.","Typically a side dish is nothing special. However, I took some chicken skin that I had bought before, dredged it in potato starch, deep fried it, and topped it with ketchup to make a very simple but delicious dish.",Spanish
"But, I stayed at my home.","But, I stayed at home. (While ""my home"" makes sense, it's natural to simply say ""But I stayed at home"" as '""home"" refers to one's own house anyway.)",Spanish
"Very tired, I am coutious to waste time.",I'm very tired and cautious of ( wasting time / the time I wasted),Spanish
And there are things that keep a new friendship from growing.,"(This is grammatical but you do realize that it connotes a negative message, right? It's just like saying, ""And there are bad things that make a new friendship NOT grow."" However, if you want to convey a positive message, say: ""And there are things that help a new friendship to grow."")",Spanish
OBJECTIVE : To obtain a challenging position,OBJECTIVE : BEST TO SAY WHAT TYPE OF JOB YOU WANT HERE,Spanish
"I borrowed the book about Yuki kudo, an actress who performed in some hollywood movies and Japanese movies.","I borrowed a book about Yuki Kudo, an actress who acted/appeared (<- these are better :D) in some Hollywood (<-you don't need ""movies"" twice) and Japanese movies.",Spanish
It was scheduled for 6 p.m. I was directed to wear a business suit.,"It was scheduled to be 6 p.m. I was informed/asked/instructed/told to wear a business suit. though i can understand what you're trying to say, but ""directed"" is a bit weird to use it here. Its more natural to say ""I directed the old man the way to the restaurant"" like.. there is an act of showing direction.",Spanish
The place where I was taking pictures with my friends back to Incheon and ate 'together icing'.,The place where I was taking pictures with my friends back to Incheon and ate 'together icing'.Do you mean you ate somekind of friendship ice cream? We have it in my place. It's a big bowl ofice you can't finish alone and have to eat together^^,Spanish
I just expected light session like some cardio drills and pass drills.,"I just expected light sessions like some cardio drills and passing drills. (You might want to combine the last bits to sound better, ""like some cardio and passing drills"" but it's not incorrect to leave it as is.)",Spanish
"Besides, the one of most characterization is the enthusiasm of local residents, and we welcome any visitors to come here.",One of Kaohsiung's best characteristics is the enthusiasm of the local people; we welcome all visitors.,Spanish
I would like to comment on the article about the work camp in Kirby on 23rd February.,"I would like to comment on the (February 23rd) article (which came out on the 23rd of February) about the work camp in Kirby . (I thought it might be better to put the date closer to 'article', so it isn't associated with the work camp, so I offered two suggestions, but the original sentence is not incorrect.)",Spanish
"So, let's keep be easy to write email, and please do it anytime you want.","Anyway, let's keep be easy to write email, and please do it anytime you want. (As this sentence is a closing statement, ""Anyway"" is a better way to start it. Has closing/changing subject connotations.)(In Red: I'm not sure what you're saying here, i think you mean ""let's continue to email"" (note - email can be a verb in informal use), but you could mean ""let's keep easy and keep emailing"")",Spanish
"At after ,i have a bit not by train,beacuse i spend have breakfast on time.","At after, I missed my train, because was late finishing breakfast .",Spanish
"At first, i wanna introduce myself.","At first, I want to introduce myself. Always use a capital ""I"" for I. Also, ""wanna"" is very bad writing style. Many people learning English seem to write this, but it's not a good thing to do.",Spanish
"by the way, i am gonna graduate from uni soooon!!","By the way, I am going to graduate from uni soooon!! Like 'wanna', 'gonna' is bad to use in writing. I would suggest you use 'wanna' and 'gonna' in writing. But if you really want to use these forms, you should use them only with close friends, not in more public forums.",Spanish
For the People who can't speak English is very difficult to get a job.,"It is very difficult to get a job for people who can't speak English,",Spanish
God who has no visible body and love that can be hard to understand!!,"God, who has no visible body, and love, which can be hard to understand!! (I added commas to make this sentence easier to read. The parts between the commas add a description, but the sentence would still makes sense without those parts. ""But I heard that she even knew abstract words, such as God and love."" Note: I am not saying you should remove those parts. I am just showing that the sentence makes sense without them.)",Spanish
"It shows we do not need expert, experience for this, just need guide book that we can start our own.","It says we do not need expert experience, we can start on our own using the guide book. [In this context] Use 'shows' if they provided proof on the website about how you don't need expert experience. But if they don't provide proof and just 'say' you don't need it (to 'claim'), use 'says'.",Spanish
The important fact is usage of the languages.,"What is important is usage of the language(how language is used). ""The important fact"" sounds just a bit off to me. It's alright, but I would change it. Since you're talking about language as an idea (i.e., not one concrete language) then it sounds more natural to just say ""language"". The phrase in parentheses is just to show another option.",Spanish
"However, we might say that a certain language's feature urges people to write ambiguous sentences.","However, we might say that certain features of a language causes people to write ambiguous sentences.You are talking about certain features, not certain languages, so it has to connect in this way. ""urge"" is normally something people do to other people (""I urge you to consider this seriously."") so in this case I would say ""causes people to..."" or ""brings people to..."".",Spanish
"In such serious situation, one of what I can do is enhance my skill, to","In such __ serious situation, one of what I can do is enhance my skill, to In such a serious situation, one thing that will help is to enhance my skills, so I can OR ""skill in English"" OR ""English skills""",Spanish
I have a feeling that I sometimes see characters who can't speak English on American fictional story.,"I have a feeling that some of the characters I see in American movies can't speak proper English. (""Can't speak English"" would mean they didn't speak at all. This way it means that their English isn't very good.)",Spanish
Will it happen to rain at my leaving day??,Will it rain on my departure day?? Will it rain on the day I'm leaving?,Spanish
":< Maybe it is because I ate too many bananas, corns, and cucumbers......",":< Maybe it is because I ate too many bananas and cucumbers, and I ate too much corn...... (This one is difficult. . . But the plural form of ""corn"" is ""corn"", not ""corns"" and you can't say ""I had too many corn"" you have to say ""I had too much corn"" or ""I had too many bowls of corn"")",Spanish
"In order to ensure everybody adapt the environment here,I would like to require something:d,","So that everyone here can smoothly transition into the medical school environment, I would like to suggest the following.",Spanish
After an hour i've got beet root face and I got into sleeping after all.,"After an hour, I my face was red and I fell asleep anyway.",Spanish
"The more the price is up, the more Gov's pocket is gonna be full.","The more the price increases, the more that fills the Government's pockets.",Spanish
But we dont get in touch now.,"Unfortunately we don't keep in touch anymore. (It is usually considered bad grammar to start a sentence with ""But"" and ""So"". ""But"" is used as a conjunction in English e.g. ""I consider myself a vegetarian, but I still eat eggs."" another example ""I think I have two, excluding my girlfriend of course, but we don't keep in touch anymore."")",Spanish
"When I speak English, my brain seems to use almost one hundred percent on just making sentences not comprehension, back ground and something that is needed for conversation.","When I speak English, (I seem to use 100% of my brain power / capacity <- more natural) on just making (or structuring) sentences(not understanding conversation (?) <- I am not sure how to correct this).",Spanish
"For example,If we want to support for harmful rumor's farmers(they can't sell except stop send vegetables too) how about set their vegetables up at supermarkets?","For example, if we want to support the farmers who can't sell their vegetables because of the harmful rumor, we should set up the place to sell their vegetables at supermarkets.",Spanish
I thought I see and looked for a good movie and its script.,I thought I would try it and see. So I started to look for a good movie and it's script.,Spanish
There is will being not to say the complaint of the religion.,There is will being not to say the complaint of the religion. (This sentence is not understandable. Did you mean you have a complaint about religion you need to share?),Spanish
"But, I studied for only passing the exam.","But I only studied to pass the exam, and do not remember most of what I studied.",Spanish
If you did facial loss of hair.,"If you do, it's only your beard.",Spanish
"If you were be able to use telepathy, do you think you can contact people who speak the difficent language as you?","If you were able to use telepathy, do you think you can contact people who speak the difficent language as you?If you were able to use telepathy, do you think you could contact people who speak a difficent language than you or would youuse images?",Spanish
I ate lunch in restaulant for long time.,I used to eat out in restaurants until October 2009 when I lost my job. Now my income is very low.,Spanish
This book is made up of 10 books.,"This book is made up of 10 books. (I'm not sure what you're trying to say. Are you trying to express, ""This book has 10 series (or volumes)?"")",Spanish
I wanna know which sentences are curious or which part of my sentences configuration is strange.,"I want to know which sentences are confusing or which part of my sentence's configuration is strange. (It's best not to use ""wanna"" since ""wanna"" is considered a slang word in America. It's fine to use it with friends or informal use (such as texting IMing, e-mails, etc...), but if you are (let's say...) writing a college paper, use ""wanna."" It makes you sound unruly and uneducated, alright? Also, ""curious"" means you are wondering something that you don't know of. A better word would be ""confusing"" since curious relates more to emotions and personality. Confusing means something you are not sure about. For example: ""Miya curiously searched through the drawers"" or ""Tom was curious about how his friend knew he had broke up."" For the word confusing, you could say, ""The book's text was confusing to me."" Do you see the difference here?)",Spanish
""" It meaning is this,""Heaven dosen't make a man better than others, nor does it make a man worse than others."" Probably you know this phrase.","Its meaning is this, ""Heaven doesn't make a man better than others, nor does it make a man worse than others."" You probably know this phrase.",Spanish
"For example linking park , yellowcard , backstreetboys etc","For example Linkin Park, Yellowcard, Backstreetboys... etc. The first letter of proper nouns should be capitalized unless, for some reason, it's specifically stated that it is not. You only need one space after each comma.",Spanish
I'm working at McDnald's.,"I'm working at McDonald. (It is more commen to say: ""I work at McDonald"". The reason is that ""I'm working"" suggests stronger that you might be at work right now. However, ""I'm working at McDonald"" is not strictly wrong. )",Spanish
"With it, you can search any information on the internet without typing any word!","With it you can search any information on the internet without typing a word! (You must type something in order to search, right ^-^)",Spanish
"I hope she or he is male, because it is said that a male parrot is more talkative than female - it is because a male parrot has to mesmerize a female by singing during the time of estrus.","I hope the parrot is male, because it is said that male parrots_are more talkative than females - this is because male parrots_have to _attract females by singing during_estrus.",Spanish
"By the way,You get dark rings under your eyes.","By the way, you are having eyebags",Spanish
(I was lost wight 10 kg in this summer.),(I lost 10 kg this summer.)You can say either 'I lost weight' or 'I lost 10 kilos'.,Spanish
4a) China's economiy is gaining strength which continues to increase its levels of exports.,"4a) China's economy is gaining strength, which continues to increase its levels of exports. There is a huge difference between 4 and 4a. 4 means that there may not be any connection between ""China's economy"" and ""continues to increase its exports"". 4a makes it seem like ""because China is gaining economical strength it is increasing its exports.""",Spanish
There were nothing very much in Japan.,This scene is not seen much in Japan. {this kind scene is rare in Japan),Spanish
I like the teachers there because my sister told me that they are funny and owning some kinds of charming personality.,"I like the teachers there because my sister told me that they are funny and have charming personalities. (I think what you mean is ""possess"" a charming personality, one would never ""own"" a personality. But this is very formal. Better to simply say ""have"")",Spanish
"Well, I would like to introduce you ""okonomiyaki""","Well, I would like to introduce you to ""okonomiyaki"". But actually the right phrase is ""I would like to introduce okonomiyaki to you"". It's too funny to introduce people to food. 8)",Spanish
A way to do tejime is like this..,"One way to do tejime is like this.. If there is only one way to do tejime, then it should be ""The way to do tejime is like this...""",Spanish
Rice in Niigata a special product is to be able to be proud of to the world.,"Rice in Niigata a special product is to be able to be proud of to the world. Niigata's rice is a special product, and we're proud to share it with the world.",Spanish
I wish my daydream will come true.,"I hope my daydream will come true. (I think it's more natural to use the word ""hope"" here.)",Spanish
But i did not use my english after graduated.,(added to previous sentence.),Spanish
"I will doing shopping,go go to esthetic clinic,eat Koreafood""SUMGETAN"",""grilled beef""and more on the trip.","I will go shopping, go to an esthetic clinic, eat Korean food ""SUMGETAN"", ""grilled beef,"" and more on the trip. (if sumgetan and grilled beef are two different foods you ate on the trip (I tried to look it up and one site said it was a chicken soup dish) you should say, ""I will go shopping, go to an esthetic clinic, eat Korean food such as ""SUMGETAN"" and ""grilled beef"" and more on the trip."" -- if sumgetan is the grilled beef, you should say this, ""...eat Korean food such as ""SUMGETAN,"" which is grilled beef, and more on the trip.)",Spanish
"In this class, I most like is watching the movie and these movie I never saw that.","In this class, I mostly like watching the movies and these movies are ones I haven't seen before. [Not sure what you meant by ""and these movies I never saw that"".]",Spanish
My name is yaguradama.,"My name is aguradama. Very minor, but usually when you write people's names in English you capitalize the first letter. This isn't a big issue if you are just writing a journal entry though :)",Spanish
Don't you think so?,"Don't you think so? (This question doesn't fit here since you're asking English speakers about the local situations. Rephrasing the word into something like: ""Would you believe that to be the case of Koreans to hate TOEIC?)",Spanish
It is first time to learn English on lang-8,It is first time to learn English on lang-8 This is my first time visiting lang-8. I hope the website helps me to learn English.,Spanish
I went there with my friends.,I went there with my friends. A more complex sentence to combine these two sentences would be: I went with my friends to a pretty famous restaurant around here to eat steak.But your two sentences are good.,Spanish
"It talks about the 40 Osaka dialects, and you can learn its meanings, listen to the pronunciation, practicing how to write it with the mouse.","It gives 40 different examples of words in the Osaka dialect. You can learn their meaning, listen to their pronunciation, and practice how to write them with your mouse.",Spanish
there was a fox-faced man who was smartly dressed in a suit next to me.,"a smartly dressed man in a suit sat next to me. I don't think ""fox-faced"" is a common expression, as I've never heard it before. ""Foxy"" can be used to describe a very pretty person, but only for women.",Spanish
"Anyway, therefore, Osakan are sometimes criticised to","Anyway, therefore, Osakans are sometimes criticised for Criticised is the British English way to spell it, and Criticized is the American way. I don't know which you want to use.",Spanish
"Sometimes, he paints death and fun in the same painting so, it's very impressive.","Sometimes, he paints death and fun in the same painting, so it's very impressive. Are you sure that fun is the word you wanted to use? You could say 'merriment' or 'pleasant scenes' instead.",Spanish
"i am a new face on lang-8,i am a chinese who want to learn enghlish ,now i lived in beijing,my mandarin is good enough,if you want to learn chinese,i would like to chat with you and help you do my best,and i wish i can know more and more friends on here ,we can learn language together,and talk some interesting things together,like,literature,music,society or history,and so so.","I am a new face on lang-8. I am a Chinese person who wants to learn English. I currently live in Beijing. I am fluent in Mandarin, so if you want to learn Chinese, I can chat with you and do my best to help you. I hope I can meet new friends here. We can learn language together, and talk about interesting things like literature, music, society or history.",Spanish
"Ah, it's so nice that the title made you interested and you're here to read this.","Ah, it's so nice that the title made you interested and you're here to read this. Comment: Incorrect assumption, I came because I saw it didn't have corrections yet.",Spanish
"Don't be fooled, though, I am no professional linguist and it's not a theory, it's rather a random thought.","Don't be fooled, though, I am no professional linguist and it's not a theory, rather it's a random thought. Comment: It sounds native this way because you are contrasting and so you want to push out the pronoun to emphasize the word 'rather.'",Spanish
"Today, I went to the cancer lab to apply for the assistant.","Today, I went to the cancer lab to apply for the position of lab assistant. Or you can say -Today, I went to the cancer lab to apply to be an assistant.",Spanish
My dream is going abrord to study in the future.,"My dream is to go abroad to study""In the future"", is not necessary here, because ""dream"" already indicates that this is something that you want to do in the future.",Spanish
I don't have any skills for taking pictures but I like to take pictures.,"I like to take pictures, but I'm not very good at it yet./I don't have much skill at taking pictures, but I still enjoy/like it.",Spanish
"So she wanted to take photographs there, we went.","Since she wanted to take photographs there, we went. The grammar is right, but most speakers would put ""We went there...."" at the start of the sentence: We went there so she could take photographs/We went there since she wanted to take photographs.",Spanish
Traditional Chinese is very well.,"Traditional Chinese is a very good language to know. (In English, we usually use ""good"" to describe nouns and ""well"" when describing verbs. e.g. ""His English is good"" vs. ""He speaks English well"". There are exceptions though. For example, someone might say ""He is well"" to refer to someone's health, or ""Are you well?"" to ask about yours.)",Spanish
"Now, I'm factory of enginearing student.","Now, I'm a factory of engineering students. < I understand what you're trying to say, but this doesn't translate into English well.",Spanish
"Then, I took a boat.","Then, I took a another boat. * It would be better to say ""After the ship ride, I had to take another boat to Blue Grotto.""",Spanish
"Then,I'm going to go to eat!",Now I'm going to go eat! (also possible: Now it's time to eat),Spanish
Do you love to write ?,"Do you enjoy writing ? (Technically, this sentence would be alright as it is, but this is a more casual and common way of saying it.)",Spanish
English please correct both a person of the native language,"English please correct both a person of the native language(??????)I guess you want to say, To English native speaker or other people who are good in English, please correct my entry",Spanish
But I restart to write English dairies to brush up my English skills.,But I restart to write English dairies to brush up my English skills. Correction: Now I'm writing English dairies to brush up my English skills.,Spanish
"Now 2:10 AM in Japan, but I have to do 1 assignment and 2 tasks.","Now 2:10 AM in Japan, but I have to do 1 assignment and 2 tasks. Correction: It is 2:10AM in Japan, and I have 1 assignment and 2 tasks to be completed.",Spanish
"One problem is they speak too fast for me to understand, so I can't make out its content without watching subscripts.","The problem is they speak too fast for me to understand, so I can't make out its content without watching subscripts. This is a little confusing so I will try to explain. Saying ""One problem is..."" sounds like you are going to talk about multiple problems with watching the videos. Since you only list one, it is more natural to say ""The problem is..."" to indicate the specificity of the object.",Spanish
"We direct all our energies to develop an unique and delicious product so that we can provide you a new exiciting product!""","We direct all (of) our energies to developing unique and delicious products so that we can provide you with exiciting new products!"" [Alternative: We work day and night to develop unique, delicious products so that we can provide them to you!]",Spanish
"I don't want to have upstairs, because when I am old and I can't go up.","I don't want to have a second floor, because when I am old I probably won't be able to climb stairs. +It's called a ""Bungalow"" (baan-gaa-lou), dear.+",Spanish
"The country what as allowing to trample weak peoples, haven't a right of refusal to auy more strong countrys invade own country.","The country that as allowing to trample weak peoples, haven't a right of refusal to auy more strong countrys invade own country.A country that allows weak people to be trampled doesn't have the right to refuse when a stronger country invades their country.",Spanish
My English is bad.,"My English is bad. (Short declarative sentences can be a bit abrupt. You might want to soften things like, ""My English needs a lot of work"".",Spanish
I am considering chenging my job but chenging the job is a little troublesome because of job,I am considering chenging my job but chenging the job is a little troublesome because of job I'm considering changing jobs but it's always hard to do so because of job inteviews.,Spanish
Then chrildren can get some candy from them.,I feel like it makes more sense to add this to the previous sentence.,Spanish
"I can't wait cool season, although this summer just started a few days ago.","I can't wait for the cool season, although summer just started a few days ago. [Note: There's nothing wrong with '...although summer just started'. But if you want to sound more casual, you could say '... summer just started a few days ago.']",Spanish
The organization was made to condense the collective brain of the best in Japan at that time.,"The organization was made to condense the collective brain of the best in Japan at that time. (Good enough, but i would prefer to say ""it was made to gather all the best minds in japan under one roof."")",Spanish
"The report, which was made by their highest strategy officer, reported that they didn't harbor no certainty to win the war with the United States, Emperor Hirohito had heard it from a trusted brother.","The report, which was made by their highest strategy officer, reported that they didn't harbor certainty to win the war with the United States, Emperor Hirohito had heard it from a trusted brother. (Double negatives are only used for emphasis and are considered improper english, so it doesn't sound right here since your writing seems to be about a rather formal topic.)",Spanish
"If there are a bonus, compensation and welfare systems for employers are obligated to clarify them in the rules of employment.","If there are (your ""a"" here modifies ""systems,"" while ""bonus, compensation and welfare"" are used as adjectives to describe the types of systems. Since ""systems"" is plural [and must be from your description], it must have the 's' [and it does] and not 'a' or 'an') bonus, compensation and welfare systems for employers are obligated to clarify them in the rules of employment.",Spanish
There was an opinion that all Japanese neatly depressed all samurais to the family origin even if it was Japanese and it was likely not to be able to mention it.,"There was an opinion expressing that even for the Japanese people, it can not be taken for granted that they can all step into a conversation about the lineage and hierarchy of the Samurai class system.",Spanish
It erases and doesn't symbolize the position.,They remove social ranks.,Spanish
Kodama argued such war responsibility.,Kodama argued such war responsibility. (Question are you stating that Kodama argued that it is someone else responsibility for the war?),Spanish
"I'm interested in foreign business schools for MBA program or accumulating international working experiences all over the world, so I'd be much obliged if you would inform me.","I'm interested in foreign business schools offering MBA programs or accumulating international working experiences , so I'd be much obliged if you would inform me. (since you said, ""international"" your global interests are clear and you do not need to add, ""all over the world."")",Spanish
It seems the nuance is different..,"It seems the nuance is different. You are quite correct. Saying that one thing lays on top of another is quite a plain description and it usually describes the fact that items are stacked together. Overlapping, however does not mean that they are stacked, more that they are so close together that one partially covers the other, just like rose petals do. Saying that the petals seem to be layered on each other would generate a slightly different picture but still OK.",Spanish
"This is interesting especially for us, the inheritors of the history of a big country which left a huge number of mysteries.","This is interesting especially for us, the inheritors of the history of a big country that left a huge number of mysteries. (""Which"" is, actually, just fine, and people in England would seem to prefer to use it here.)",Spanish
Dark clouds even gloomed the whole street though it was already 8 o'clock .,"Dark clouds gloomed the whole street already at 8 o'clock . (I looked up ""gloomed"" and it is a word, but I don't think anyone would say it nowadays. Maybe ""Dark clouds obscured"" or ""Dark clouds cast a shadow upon"")",Spanish
"Just on my half way to work , a shower suddenly poured down from the murky sky.","Halfway to work , a shower suddenly poured down from the murky sky. (Here are some different ways to say this, just in cas you are interested. ""Cloudburst"" is when it starts raining heavily very suddenly. ""It started raining cats and dogs"" is another way to say ""it started to rain very heavily""---also ""it really started to come down out there"" means the same thing.)",Spanish
